timestamp,domain,entity_id,entity_type,metric_name,metric_value,unit,scenario,severity_hint,synthetic
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-01,nf_pod,pod_restart_count,0.0,count,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-01,nf_pod,pod_cpu_pct,31.374,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-01,nf_pod,pod_memory_pct,42.152,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-01,nf_pod,container_network_latency_ms,5.471,ms,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-01,nf_pod,nf_pod_ready_pct,100.0,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-02,nf_pod,pod_restart_count,0.0,count,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-02,nf_pod,pod_cpu_pct,35.554,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-02,nf_pod,pod_memory_pct,46.318,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-02,nf_pod,container_network_latency_ms,6.029,ms,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-amf-01-02,nf_pod,nf_pod_ready_pct,100.0,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-nssf-01-01,nf_pod,pod_restart_count,0.0,count,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-nssf-01-01,nf_pod,pod_cpu_pct,45.662,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-nssf-01-01,nf_pod,pod_memory_pct,47.677,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-nssf-01-01,nf_pod,container_network_latency_ms,7.812,ms,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-nssf-01-01,nf_pod,nf_pod_ready_pct,99.716,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-nssf-01-02,nf_pod,pod_restart_count,0.0,count,ran_congestion,normal,True
2026-01-01T00:00:00Z,cloud,syn-pod-nssf-01-02,nf_pod,pod_cpu_pct,38.707,%,ran_congestion,normal,True
