timestamp,domain,entity_id,entity_type,metric_name,metric_value,unit,scenario,severity_hint,synthetic
2026-01-01T00:00:00Z,core,syn-amf-01-01,amf,amf_registration_success_rate_pct,100.0,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-amf-01-01,amf,control_plane_cpu_pct,40.661,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-amf-01-01,amf,session_release_rate,0.991,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-smf-01-01,smf,smf_session_establishment_success_rate_pct,97.564,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-smf-01-01,smf,control_plane_cpu_pct,41.705,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-smf-01-01,smf,session_release_rate,1.113,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-upf-01-01,upf,upf_latency_ms,23.211,ms,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-upf-01-01,upf,upf_packet_loss_pct,0.272,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-upf-01-01,upf,pdu_session_count,64972.0,count,ran_congestion,critical,True
2026-01-01T00:00:00Z,core,syn-upf-01-01,upf,user_plane_cpu_pct,49.197,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-pcf-01-01,pcf,policy_control_success_rate_pct,99.664,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-pcf-01-01,pcf,control_plane_cpu_pct,37.944,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-nssf-01-01,nssf,nssf_slice_selection_success_rate_pct,99.787,%,ran_congestion,normal,True
2026-01-01T00:00:00Z,core,syn-nssf-01-01,nssf,control_plane_cpu_pct,45.134,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-amf-01-01,amf,amf_registration_success_rate_pct,98.526,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-amf-01-01,amf,control_plane_cpu_pct,43.853,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-amf-01-01,amf,session_release_rate,1.667,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-smf-01-01,smf,smf_session_establishment_success_rate_pct,98.988,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-smf-01-01,smf,control_plane_cpu_pct,45.334,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-smf-01-01,smf,session_release_rate,1.017,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-upf-01-01,upf,upf_latency_ms,10.771,ms,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-upf-01-01,upf,upf_packet_loss_pct,0.172,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-upf-01-01,upf,pdu_session_count,59278.0,count,ran_congestion,critical,True
2026-01-01T00:15:00Z,core,syn-upf-01-01,upf,user_plane_cpu_pct,58.007,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-pcf-01-01,pcf,policy_control_success_rate_pct,98.467,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-pcf-01-01,pcf,control_plane_cpu_pct,38.968,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-nssf-01-01,nssf,nssf_slice_selection_success_rate_pct,100.0,%,ran_congestion,normal,True
2026-01-01T00:15:00Z,core,syn-nssf-01-01,nssf,control_plane_cpu_pct,43.044,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-amf-01-01,amf,amf_registration_success_rate_pct,99.945,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-amf-01-01,amf,control_plane_cpu_pct,40.752,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-amf-01-01,amf,session_release_rate,0.108,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-smf-01-01,smf,smf_session_establishment_success_rate_pct,99.874,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-smf-01-01,smf,control_plane_cpu_pct,44.087,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-smf-01-01,smf,session_release_rate,0.952,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-upf-01-01,upf,upf_latency_ms,15.205,ms,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-upf-01-01,upf,upf_packet_loss_pct,0.0,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-upf-01-01,upf,pdu_session_count,61466.0,count,ran_congestion,critical,True
2026-01-01T00:30:00Z,core,syn-upf-01-01,upf,user_plane_cpu_pct,59.247,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-pcf-01-01,pcf,policy_control_success_rate_pct,99.878,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-pcf-01-01,pcf,control_plane_cpu_pct,40.635,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-nssf-01-01,nssf,nssf_slice_selection_success_rate_pct,99.257,%,ran_congestion,normal,True
2026-01-01T00:30:00Z,core,syn-nssf-01-01,nssf,control_plane_cpu_pct,44.032,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-amf-01-01,amf,amf_registration_success_rate_pct,99.698,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-amf-01-01,amf,control_plane_cpu_pct,45.873,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-amf-01-01,amf,session_release_rate,1.187,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-smf-01-01,smf,smf_session_establishment_success_rate_pct,99.473,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-smf-01-01,smf,control_plane_cpu_pct,45.175,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-smf-01-01,smf,session_release_rate,1.372,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-upf-01-01,upf,upf_latency_ms,19.172,ms,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-upf-01-01,upf,upf_packet_loss_pct,0.018,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-upf-01-01,upf,pdu_session_count,61216.0,count,ran_congestion,critical,True
2026-01-01T00:45:00Z,core,syn-upf-01-01,upf,user_plane_cpu_pct,53.83,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-pcf-01-01,pcf,policy_control_success_rate_pct,97.961,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-pcf-01-01,pcf,control_plane_cpu_pct,45.02,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-nssf-01-01,nssf,nssf_slice_selection_success_rate_pct,99.294,%,ran_congestion,normal,True
2026-01-01T00:45:00Z,core,syn-nssf-01-01,nssf,control_plane_cpu_pct,41.816,%,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-amf-01-01,amf,amf_registration_success_rate_pct,100.0,%,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-amf-01-01,amf,control_plane_cpu_pct,43.371,%,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-amf-01-01,amf,session_release_rate,0.608,%,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-smf-01-01,smf,smf_session_establishment_success_rate_pct,98.045,%,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-smf-01-01,smf,control_plane_cpu_pct,41.836,%,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-smf-01-01,smf,session_release_rate,0.894,%,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-upf-01-01,upf,upf_latency_ms,13.541,ms,ran_congestion,normal,True
2026-01-01T01:00:00Z,core,syn-upf-01-01,upf,upf_packet_loss_pct,0.391,%,ran_congestion,normal,True
